1,1.47361,1.92047,2.32462,2.55361,2.70015,1.43224,1.54707,1.9549,2.2808,2.82576,2.59549,1.75449,1.83105,2.00979,2.2518,2.40541,2.49419,1.92371,1.96185,2.06436,2.1865,2.28687,2.3219,2.00049,2.02443,2.08647,2.16302,2.22429,2.24787,2.02293,2.04237,2.09327,2.15592,2.2065,2.22574
1,1.47127,1.91141,2.28059,2.69756,2.81524,1.43406,1.54733,1.94798,2.27439,2.59549,3.37244,1.76107,1.83711,2.01577,2.24595,2.50042,2.57732,1.93585,1.97488,2.07996,2.21853,2.33507,2.38416,2.01697,2.04237,2.10994,2.19517,2.26592,2.2931,2.04098,2.06222,2.11817,2.18822,2.24553,2.26762
1,1.38864,1.62673,1.71226,1.74491,1.75374,1.51581,1.54777,1.67762,1.73109,1.75449,1.76107,2.53386,1.85991,1.77958,1.77497,1.77818,1.77967,1.99724,1.97123,1.85618,1.81789,1.80475,1.80148,1.94085,1.92047,1.88176,1.84361,1.82407,1.81816,1.9233,1.91141,1.88182,1.85145,1.83093,1.82431
1,1.4139,1.67762,1.78859,1.82132,1.83013,1.51531,1.53539,1.7661,1.80774,1.83105,1.83711,1.85991,2.18198,1.86833,1.85522,1.85373,1.85457,2.00268,1.96328,1.94485,1.89208,1.87784,1.87421,1.96122,1.9549,1.93236,1.91063,1.89367,1.88865,1.95475,1.94798,1.9321,1.91306,1.89909,1.89377
1,1.43953,1.77958,1.9417,1.99994,2.00882,1.43953,1.56047,1.86833,1.99892,2.00979,2.01577,1.77958,1.86833,2.30887,2.04924,2.0339,2.03006,1.9417,1.99892,2.04924,2.07751,2.04734,2.04261,1.99994,2.00979,2.0339,2.04734,2.05026,2.0478,2.00882,2.01577,2.03006,2.04261,2.0478,2.04903
1,1.46498,1.85618,2.09469,2.20407,2.23841,1.43893,1.54805,1.94485,2.15199,2.2518,2.24595,1.77497,1.85522,2.04924,2.53845,2.2766,2.26425,1.95628,1.99902,2.13038,2.22595,2.27682,2.25761,2.03809,2.06436,2.12364,2.18719,2.22527,2.23924,2.06169,2.07996,2.12584,2.1764,2.21319,2.22574
1,1.46505,1.88176,2.17141,2.35713,2.41709,1.43897,1.54799,1.93236,2.22844,2.40541,2.50042,1.77818,1.85373,2.0339,2.2766,2.76894,2.52327,1.96658,2.00822,2.12364,2.30025,2.41987,2.49728,2.05762,2.08647,2.16562,2.26433,2.34907,2.37921,2.08512,2.10994,2.17499,2.25714,2.32409,2.35036
1,1.46504,1.88182,2.19692,2.40827,2.49349,1.43932,1.54782,1.9321,2.21636,2.49419,2.57732,1.77967,1.85457,2.03006,2.26425,2.52327,3.27361,1.97024,2.01152,2.12584,2.28797,2.50421,2.56823,2.06353,2.09327,2.17499,2.29012,2.39103,2.43523,2.09206,2.11817,2.18977,2.28325,2.36391,2.3953
1,1.42009,1.71226,1.85065,1.90673,1.9225,1.49141,1.54425,1.78859,1.88081,1.92371,1.93585,1.99724,2.00268,1.9417,1.95628,1.96658,1.97024,2.93449,2.22909,2.09469,2.03721,2.01698,2.01154,2.36588,2.32462,2.17141,2.09452,2.05548,2.04402,2.32393,2.28059,2.19692,2.11369,2.06974,2.05618
1,1.42521,1.73109,1.88081,1.94344,1.96051,1.48033,1.54723,1.80774,1.91639,1.96185,1.97488,1.97123,1.96328,1.99892,1.99902,2.00822,2.01152,2.22909,2.51971,2.15199,2.086,2.06108,2.05499,2.33392,2.2808,2.22844,2.13972,2.1006,2.08861,2.29248,2.27439,2.21636,2.15857,2.11469,2.10112
1,1.43893,1.77497,1.95628,2.03809,2.06169,1.46498,1.54805,1.85522,1.99902,2.06436,2.07996,1.85618,1.94485,2.04924,2.13038,2.12364,2.12584,2.09469,2.15199,2.53845,2.22595,2.18719,2.1764,2.20407,2.2518,2.2766,2.27682,2.22527,2.21319,2.23841,2.24595,2.26425,2.25761,2.23924,2.22574
1,1.45026,1.81789,2.03721,2.1506,2.18553,1.45026,1.54974,1.89208,2.086,2.1865,2.21853,1.81789,1.89208,2.07751,2.22595,2.30025,2.28797,2.03721,2.086,2.22595,2.66229,2.37701,2.35772,2.1506,2.1865,2.30025,2.37701,2.4144,2.3905,2.18553,2.21853,2.28797,2.35772,2.3905,2.40245
1,1.4568,1.84361,2.09452,2.23807,2.28672,1.44636,1.54842,1.91063,2.13972,2.28687,2.33507,1.80475,1.87784,2.04734,2.27682,2.41987,2.50421,2.01698,2.06108,2.18719,2.37701,2.84592,2.59331,2.12721,2.16302,2.26433,2.43004,2.54459,2.62154,2.16211,2.19517,2.29012,2.41102,2.52013,2.55771
1,1.4581,1.85145,2.11369,2.27096,2.32473,1.44533,1.54828,1.91306,2.15857,2.3219,2.38416,1.80148,1.87421,2.04261,2.25761,2.49728,2.56823,2.01154,2.05499,2.1764,2.35772,2.59331,3.33672,2.12062,2.15592,2.25714,2.41102,2.62642,2.6915,2.15517,2.18822,2.28325,2.42959,2.56433,2.62717
1,1.42939,1.74491,1.90673,1.97846,1.9991,1.47696,1.54682,1.82132,1.94344,2.00049,2.01697,1.94085,1.96122,1.99994,2.03809,2.05762,2.06353,2.36588,2.33392,2.20407,2.1506,2.12721,2.12062,3.28868,2.55361,2.35713,2.23807,2.18268,2.16644,2.77336,2.69756,2.40827,2.27096,2.20365,2.18386
1,1.43224,1.75449,1.92371,2.00049,2.02293,1.47361,1.54707,1.83105,1.96185,2.02443,2.04237,1.92047,1.9549,2.00979,2.06436,2.08647,2.09327,2.32462,2.2808,2.2518,2.1865,2.16302,2.15592,2.55361,2.82576,2.40541,2.28687,2.22429,2.2065,2.70015,2.59549,2.49419,2.3219,2.24787,2.22574
1,1.43897,1.77818,1.96658,2.05762,2.08512,1.46505,1.54799,1.85373,2.00822,2.08647,2.10994,1.88176,1.93236,2.0339,2.12364,2.16562,2.17499,2.17141,2.22844,2.2766,2.30025,2.26433,2.25714,2.35713,2.40541,2.76894,2.41987,2.34907,2.32409,2.41709,2.50042,2.52327,2.49728,2.37921,2.35036
1,1.44636,1.80475,2.01698,2.12721,2.16211,1.4568,1.54842,1.87784,2.06108,2.16302,2.19517,1.84361,1.91063,2.04734,2.18719,2.26433,2.29012,2.09452,2.13972,2.27682,2.37701,2.43004,2.41102,2.23807,2.28687,2.41987,2.84592,2.54459,2.52013,2.28672,2.33507,2.50421,2.59331,2.62154,2.55771
1,1.45143,1.82407,2.05548,2.18268,2.2243,1.45143,1.54857,1.89367,2.1006,2.22429,2.26592,1.82407,1.89367,2.05026,2.22527,2.34907,2.39103,2.05548,2.1006,2.22527,2.4144,2.54459,2.62642,2.18268,2.22429,2.34907,2.54459,3.02712,2.7788,2.2243,2.26592,2.39103,2.62642,2.7788,2.90296
1,1.45322,1.83093,2.06974,2.20365,2.24812,1.44985,1.54846,1.89909,2.11469,2.24787,2.2931,1.81816,1.88865,2.0478,2.23924,2.37921,2.43523,2.04402,2.08861,2.21319,2.3905,2.62154,2.6915,2.16644,2.2065,2.32409,2.52013,2.7788,3.5377,2.20625,2.24553,2.36391,2.56433,2.9047,3
1,1.43199,1.75374,1.9225,1.9991,2.02149,1.47387,1.54707,1.83013,1.96051,2.02293,2.04098,1.9233,1.95475,2.00882,2.06169,2.08512,2.09206,2.32393,2.29248,2.23841,2.18553,2.16211,2.15517,2.77336,2.70015,2.41709,2.28672,2.2243,2.20625,4.24723,2.81524,2.49349,2.32473,2.24812,2.22574
1,1.43406,1.76107,1.93585,2.01697,2.04098,1.47127,1.54733,1.83711,1.97488,2.04237,2.06222,1.91141,1.94798,2.01577,2.07996,2.10994,2.11817,2.28059,2.27439,2.24595,2.21853,2.19517,2.18822,2.69756,2.59549,2.50042,2.33507,2.26592,2.24553,2.81524,3.37244,2.57732,2.38416,2.2931,2.26762
1,1.43932,1.77967,1.97024,2.06353,2.09206,1.46504,1.54782,1.85457,2.01152,2.09327,2.11817,1.88182,1.9321,2.03006,2.12584,2.17499,2.18977,2.19692,2.21636,2.26425,2.28797,2.29012,2.28325,2.40827,2.49419,2.52327,2.50421,2.39103,2.36391,2.49349,2.57732,3.27361,2.56823,2.43523,2.3953
1,1.44533,1.80148,2.01154,2.12062,2.15517,1.4581,1.54828,1.87421,2.05499,2.15592,2.18822,1.85145,1.91306,2.04261,2.1764,2.25714,2.28325,2.11369,2.15857,2.25761,2.35772,2.41102,2.42959,2.27096,2.3219,2.49728,2.59331,2.62642,2.56433,2.32473,2.38416,2.56823,3.33672,2.6915,2.62717
1,1.44985,1.81816,2.04402,2.16644,2.20625,1.45322,1.54846,1.88865,2.08861,2.2065,2.24553,1.83093,1.89909,2.0478,2.21319,2.32409,2.36391,2.06974,2.11469,2.23924,2.3905,2.52013,2.56433,2.20365,2.24787,2.37921,2.62154,2.7788,2.9047,2.24812,2.2931,2.43523,2.6915,3.5377,3
1,1.45148,1.82431,2.05618,2.18386,2.22574,1.45148,1.54852,1.89377,2.10112,2.22574,2.26762,1.82431,1.89377,2.04903,2.22574,2.35036,2.3953,2.05618,2.10112,2.22574,2.40245,2.55771,2.62717,2.18386,2.22574,2.35036,2.55771,2.90296,3,2.22574,2.26762,2.3953,2.62717,3,4.45148
