1,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0
-33.3333,-33.3333,266.667,-33.3333,-33.3333,-33.3333,-33.3333,-33.3333,-33.3333
-16.6667,-33.3333,-33.3333,133.333,0,0,0,-33.3333,-16.6667
0,0,0,0,1,0,0,0,0
0,-33.3333,-33.3333,0,-16.6667,133.333,-16.6667,-33.3333,0
0,0,-33.3333,0,0,-16.6667,66.6667,-16.6667,0
0,0,-33.3333,-33.3333,0,-33.3333,-16.6667,133.333,-16.6667
0,0,-33.3333,-16.6667,0,0,0,-16.6667,66.6667
