0,0,0
0.05,0,2.90431
0.1,0,3.66164
0.15,0,4.16887
0.2,0,4.52966
0.25,0,4.81131
0.3,0,5.0419
0.35,0,5.23696
0.4,0,5.4058
0.45,0,5.55445
0.5,0,5.687
0.55,0,5.80633
0.6,0,5.91457
0.65,0,6.01327
0.7,0,6.10361
0.75,0,6.1865
0.8,0,6.2626
0.85,0,6.33242
0.9,0,6.39633
0.95,0,6.45458
1,0,6.50732
0,0.05,2.90431
0.05,0.05,3.09569
0.1,0.05,3.78641
0.15,0.05,4.22785
0.2,0.05,4.56559
0.25,0.05,4.83509
0.3,0.05,5.05879
0.35,0.05,5.24958
0.4,0.05,5.41561
0.45,0.05,5.56232
0.5,0.05,5.69348
0.55,0.05,5.8118
0.6,0.05,5.91928
0.65,0.05,6.0174
0.7,0.05,6.10731
0.75,0.05,6.18986
0.8,0.05,6.26571
0.85,0.05,6.33536
0.9,0.05,6.39915
0.95,0.05,6.45733
1,0.05,6.51004
0,0.1,3.66164
0.05,0.1,3.78641
0.1,0.1,4.06084
0.15,0.1,4.38567
0.2,0.1,4.66411
0.25,0.1,4.90216
0.3,0.1,5.1072
0.35,0.1,5.28614
0.4,0.1,5.44423
0.45,0.1,5.5854
0.5,0.1,5.71257
0.55,0.1,5.82795
0.6,0.1,5.93322
0.65,0.1,6.02967
0.7,0.1,6.11829
0.75,0.1,6.19987
0.8,0.1,6.27499
0.85,0.1,6.34411
0.9,0.1,6.40754
0.95,0.1,6.46551
1,0.1,6.51815
0,0.15,4.16887
0.05,0.15,4.22785
0.1,0.15,4.38567
0.15,0.15,4.59115
0.2,0.15,4.80377
0.25,0.15,5.00161
0.3,0.15,5.18114
0.35,0.15,5.3431
0.4,0.15,5.48945
0.45,0.15,5.62225
0.5,0.15,5.74329
0.55,0.15,5.85409
0.6,0.15,5.95589
0.65,0.15,6.04968
0.7,0.15,6.13627
0.75,0.15,6.21629
0.8,0.15,6.29024
0.85,0.15,6.3585
0.9,0.15,6.42135
0.95,0.15,6.47899
1,0.15,6.53152
0,0.2,4.52966
0.05,0.2,4.56559
0.1,0.2,4.66411
0.15,0.2,4.80377
0.2,0.2,4.96125
0.25,0.2,5.1204
0.3,0.2,5.27285
0.35,0.2,5.41563
0.4,0.2,5.54815
0.45,0.2,5.67074
0.5,0.2,5.78415
0.55,0.2,5.88915
0.6,0.2,5.98649
0.65,0.2,6.07684
0.7,0.2,6.16077
0.75,0.2,6.23875
0.8,0.2,6.31115
0.85,0.2,6.37828
0.9,0.2,6.44036
0.95,0.2,6.49755
1,0.2,6.54993
0,0.25,4.81131
0.05,0.25,4.83509
0.1,0.25,4.90216
0.15,0.25,5.00161
0.2,0.25,5.1204
0.25,0.25,5.24734
0.3,0.25,5.37486
0.35,0.25,5.4987
0.4,0.25,5.61683
0.45,0.25,5.72845
0.5,0.25,5.83339
0.55,0.25,5.93183
0.6,0.25,6.02405
0.65,0.25,6.1104
0.7,0.25,6.1912
0.75,0.25,6.26675
0.8,0.25,6.33731
0.85,0.25,6.40308
0.9,0.25,6.46424
0.95,0.25,6.52089
1,0.25,6.57309
0,0.3,5.0419
0.05,0.3,5.05879
0.1,0.3,5.1072
0.15,0.3,5.18114
0.2,0.3,5.27285
0.25,0.3,5.37486
0.3,0.3,5.48122
0.35,0.3,5.58785
0.4,0.3,5.69222
0.45,0.3,5.79291
0.5,0.3,5.88919
0.55,0.3,5.98073
0.6,0.3,6.06748
0.65,0.3,6.14948
0.7,0.3,6.22685
0.75,0.3,6.29972
0.8,0.3,6.36823
0.85,0.3,6.43249
0.9,0.3,6.49261
0.95,0.3,6.54865
1,0.3,6.60066
0,0.35,5.23696
0.05,0.35,5.24958
0.1,0.35,5.28614
0.15,0.35,5.3431
0.2,0.35,5.41563
0.25,0.35,5.4987
0.3,0.35,5.58785
0.35,0.35,5.67962
0.4,0.35,5.77152
0.45,0.35,5.86192
0.5,0.35,5.94977
0.55,0.35,6.03448
0.6,0.35,6.11568
0.65,0.35,6.19321
0.7,0.35,6.26701
0.75,0.35,6.33706
0.8,0.35,6.40339
0.85,0.35,6.46604
0.9,0.35,6.52505
0.95,0.35,6.58043
1,0.35,6.63223
0,0.4,5.4058
0.05,0.4,5.41561
0.1,0.4,5.44423
0.15,0.4,5.48945
0.2,0.4,5.54815
0.25,0.4,5.61683
0.3,0.4,5.69222
0.35,0.4,5.77152
0.4,0.4,5.85252
0.45,0.4,5.93359
0.5,0.4,6.01361
0.55,0.4,6.09177
0.6,0.4,6.16758
0.65,0.4,6.24069
0.7,0.4,6.31091
0.75,0.4,6.37812
0.8,0.4,6.44224
0.85,0.4,6.50323
0.9,0.4,6.56109
0.95,0.4,6.61581
1,0.4,6.66738
0,0.45,5.55445
0.05,0.45,5.56232
0.1,0.45,5.5854
0.15,0.45,5.62225
0.2,0.45,5.67074
0.25,0.45,5.72845
0.3,0.45,5.79291
0.35,0.45,5.86192
0.4,0.45,5.93359
0.45,0.45,6.00646
0.5,0.45,6.07937
0.55,0.45,6.15149
0.6,0.45,6.22221
0.65,0.45,6.2911
0.7,0.45,6.35785
0.75,0.45,6.42227
0.8,0.45,6.48421
0.85,0.45,6.54356
0.9,0.45,6.60029
0.95,0.45,6.65433
1,0.45,6.70568
0,0.5,5.687
0.05,0.5,5.69348
0.1,0.5,5.71257
0.15,0.5,5.74329
0.2,0.5,5.78415
0.25,0.5,5.83339
0.3,0.5,5.88919
0.35,0.5,5.94977
0.4,0.5,6.01361
0.45,0.5,6.07937
0.5,0.5,6.146
0.55,0.5,6.21266
0.6,0.5,6.27871
0.65,0.5,6.34366
0.7,0.5,6.40716
0.75,0.5,6.46892
0.8,0.5,6.52876
0.85,0.5,6.58654
0.9,0.5,6.64216
0.95,0.5,6.69555
1,0.5,6.74669
0,0.55,5.80633
0.05,0.55,5.8118
0.1,0.55,5.82795
0.15,0.55,5.85409
0.2,0.55,5.88915
0.25,0.55,5.93183
0.3,0.55,5.98073
0.35,0.55,6.03448
0.4,0.55,6.09177
0.45,0.55,6.15149
0.5,0.55,6.21266
0.55,0.55,6.27449
0.6,0.55,6.33635
0.65,0.55,6.39772
0.7,0.55,6.45821
0.75,0.55,6.51751
0.8,0.55,6.5754
0.85,0.55,6.63169
0.9,0.55,6.68626
0.95,0.55,6.73904
1,0.55,6.78997
0,0.6,5.91457
0.05,0.6,5.91928
0.1,0.6,5.93322
0.15,0.6,5.95589
0.2,0.6,5.98649
0.25,0.6,6.02405
0.3,0.6,6.06748
0.35,0.6,6.11568
0.4,0.6,6.16758
0.45,0.6,6.22221
0.5,0.6,6.27871
0.55,0.6,6.33635
0.6,0.6,6.39451
0.65,0.6,6.45269
0.7,0.6,6.51048
0.75,0.6,6.56755
0.8,0.6,6.62364
0.85,0.6,6.67856
0.9,0.6,6.73218
0.95,0.6,6.78438
1,0.6,6.83512
0,0.65,6.01327
0.05,0.65,6.0174
0.1,0.65,6.02967
0.15,0.65,6.04968
0.2,0.65,6.07684
0.25,0.65,6.1104
0.3,0.65,6.14948
0.35,0.65,6.19321
0.4,0.65,6.24069
0.45,0.65,6.2911
0.5,0.65,6.34366
0.55,0.65,6.39772
0.6,0.65,6.45269
0.65,0.65,6.50808
0.7,0.65,6.56349
0.75,0.65,6.61857
0.8,0.65,6.67307
0.85,0.65,6.72676
0.9,0.65,6.77951
0.95,0.65,6.8312
1,0.65,6.88177
0,0.7,6.10361
0.05,0.7,6.10731
0.1,0.7,6.11829
0.15,0.7,6.13627
0.2,0.7,6.16077
0.25,0.7,6.1912
0.3,0.7,6.22685
0.35,0.7,6.26701
0.4,0.7,6.31091
0.45,0.7,6.35785
0.5,0.7,6.40716
0.55,0.7,6.45821
0.6,0.7,6.51048
0.65,0.7,6.56349
0.7,0.7,6.61684
0.75,0.7,6.6702
0.8,0.7,6.72331
0.85,0.7,6.77593
0.9,0.7,6.82792
0.95,0.7,6.87916
1,0.7,6.92958
0,0.75,6.1865
0.05,0.75,6.18986
0.1,0.75,6.19987
0.15,0.75,6.21629
0.2,0.75,6.23875
0.25,0.75,6.26675
0.3,0.75,6.29972
0.35,0.75,6.33706
0.4,0.75,6.37812
0.45,0.75,6.42227
0.5,0.75,6.46892
0.55,0.75,6.51751
0.6,0.75,6.56755
0.65,0.75,6.61857
0.7,0.75,6.6702
0.75,0.75,6.72212
0.8,0.75,6.77404
0.85,0.75,6.82575
0.9,0.75,6.87709
0.95,0.75,6.92794
1,0.75,6.97824
0,0.8,6.2626
0.05,0.8,6.26571
0.1,0.8,6.27499
0.15,0.8,6.29024
0.2,0.8,6.31115
0.25,0.8,6.33731
0.3,0.8,6.36823
0.35,0.8,6.40339
0.4,0.8,6.44224
0.45,0.8,6.48421
0.5,0.8,6.52876
0.55,0.8,6.5754
0.6,0.8,6.62364
0.65,0.8,6.67307
0.7,0.8,6.72331
0.75,0.8,6.77404
0.8,0.8,6.825
0.85,0.8,6.87597
0.9,0.8,6.92677
0.95,0.8,6.97731
1,0.8,7.02749
0,0.85,6.33242
0.05,0.85,6.33536
0.1,0.85,6.34411
0.15,0.85,6.3585
0.2,0.85,6.37828
0.25,0.85,6.40308
0.3,0.85,6.43249
0.35,0.85,6.46604
0.4,0.85,6.50323
0.45,0.85,6.54356
0.5,0.85,6.58654
0.55,0.85,6.63169
0.6,0.85,6.67856
0.65,0.85,6.72676
0.7,0.85,6.77593
0.75,0.85,6.82575
0.8,0.85,6.87597
0.85,0.85,6.92635
0.9,0.85,6.97675
0.95,0.85,7.02703
1,0.85,7.07713
0,0.9,6.39633
0.05,0.9,6.39915
0.1,0.9,6.40754
0.15,0.9,6.42135
0.2,0.9,6.44036
0.25,0.9,6.46424
0.3,0.9,6.49261
0.35,0.9,6.52505
0.4,0.9,6.56109
0.45,0.9,6.60029
0.5,0.9,6.64216
0.55,0.9,6.68626
0.6,0.9,6.73218
0.65,0.9,6.77951
0.7,0.9,6.82792
0.75,0.9,6.87709
0.8,0.9,6.92677
0.85,0.9,6.97675
0.9,0.9,7.02684
0.95,0.9,7.07695
1,0.9,7.12699
0,0.95,6.45458
0.05,0.95,6.45733
0.1,0.95,6.46551
0.15,0.95,6.47899
0.2,0.95,6.49755
0.25,0.95,6.52089
0.3,0.95,6.54865
0.35,0.95,6.58043
0.4,0.95,6.61581
0.45,0.95,6.65433
0.5,0.95,6.69555
0.55,0.95,6.73904
0.6,0.95,6.78438
0.65,0.95,6.8312
0.7,0.95,6.87916
0.75,0.95,6.92794
0.8,0.95,6.97731
0.85,0.95,7.02703
0.9,0.95,7.07695
0.95,0.95,7.12695
1,0.95,7.17696
0,1,6.50732
0.05,1,6.51004
0.1,1,6.51815
0.15,1,6.53152
0.2,1,6.54993
0.25,1,6.57309
0.3,1,6.60066
0.35,1,6.63223
0.4,1,6.66738
0.45,1,6.70568
0.5,1,6.74669
0.55,1,6.78997
0.6,1,6.83512
0.65,1,6.88177
0.7,1,6.92958
0.75,1,6.97824
0.8,1,7.02749
0.85,1,7.07713
0.9,1,7.12699
0.95,1,7.17696
1,1,7.22696
